"Freq [kHz]","Phase [deg]","W_winding [mm]","r_leg [mm]","All_Core_Total_Loss []"
500,0,4,4,88.47154883108
500,0,4,4.5,59.0774799971491
500,0,4,5,41.9803420012248
500,0,4,5.5,31.5638747210309
500,0,4,6,25.0980976942359
500,0,4,6.5,20.7900052163049
500,0,4,7,17.8697073908926
500,0,4,7.5,15.898893817612
500,0,4,8,14.4243746267344
500,0,4,8.5,13.5195176147277
500,0,4,9,12.8450542513275
500,0,4,9.5,12.4021923627302
500,0,4,10,12.0795857038774
500,0,4,10.5,11.916568007845
500,0,4,11,11.7949351575712
500,0,4,11.5,11.7519425359087
500,0,4,12,11.7484806500911
500,0,4.5,4,92.4784014118254
500,0,4.5,4.5,61.3893037112087
500,0,4.5,5,43.425993596871
500,0,4.5,5.5,32.6899822864887
500,0,4.5,6,25.7087683277484
500,0,4.5,6.5,21.1841547635959
500,0,4.5,7,18.2017055951162
500,0,4.5,7.5,16.0602209669242
500,0,4.5,8,14.6473538573403
500,0,4.5,8.5,13.6761600844617
500,0,4.5,9,12.9717424440627
500,0,4.5,9.5,12.478534632428
500,0,4.5,10,12.156375746756
500,0,4.5,10.5,11.9707858731612
500,0,4.5,11,11.8471817983466
500,0,4.5,11.5,11.8392319012312
500,0,4.5,12,11.8569263127234
500,0,5,4,96.6588021936501
500,0,5,4.5,63.8729914633452
500,0,5,5,45.0213348967824
500,0,5,5.5,33.5651490232943
500,0,5,6,26.431274762459
500,0,5,6.5,21.6470330543695
500,0,5,7,18.5433111998122
500,0,5,7.5,16.311967685749
500,0,5,8,14.7774692779741
500,0,5,8.5,13.7835218827241
500,0,5,9,13.1121539089114
500,0,5,9.5,12.5173374848172
500,0,5,10,12.2237702159386
500,0,5,10.5,12.035098852877
500,0,5,11,11.8660745669215
500,0,5,11.5,11.8510034322034
500,0,5,12,11.9042996338149
500,0,5.5,4,100.976109647518
500,0,5.5,4.5,66.3310202982395
500,0,5.5,5,46.4497677066382
500,0,5.5,5.5,34.5272703637783
500,0,5.5,6,27.0928240088778
500,0,5.5,6.5,22.1073141221507
500,0,5.5,7,18.8726728391079
500,0,5.5,7.5,16.5083250811353
500,0,5.5,8,14.9047885251824
500,0,5.5,8.5,13.8386986232999
500,0,5.5,9,13.1350851393905
500,0,5.5,9.5,12.6308279947506
500,0,5.5,10,12.280174265954
500,0,5.5,10.5,12.0894319329968
500,0,5.5,11,11.9691989938812
500,0,5.5,11.5,11.9581274411676
500,0,5.5,12,11.9323906829207
500,0,6,4,105.534079314474
500,0,6,4.5,68.8279393766165
500,0,6,5,47.9699142106182
500,0,6,5.5,35.556086649572
500,0,6,6,27.6113062145873
500,0,6,6.5,22.4612564307943
500,0,6,7,19.1036539043399
500,0,6,7.5,16.6868537075606
500,0,6,8,15.1007606718383
500,0,6,8.5,13.9664414729002
500,0,6,9,13.2003843013596
500,0,6,9.5,12.6585565577851
500,0,6,10,12.3410334478017
500,0,6,10.5,12.0855216694932
500,0,6,11,12.0108382850468
500,0,6,11.5,11.9232603211002
500,0,6,12,12.0207181013706
500,0,6.5,4,110.102887721601
500,0,6.5,4.5,71.1821400550284
500,0,6.5,5,49.46234315263
500,0,6.5,5.5,36.5759174488403
500,0,6.5,6,28.2667009835488
500,0,6.5,6.5,22.8878595820306
500,0,6.5,7,19.3294271982229
500,0,6.5,7.5,16.9056146605038
500,0,6.5,8,15.1759660792871
500,0,6.5,8.5,14.0178328212453
500,0,6.5,9,13.2387840712009
500,0,6.5,9.5,12.7150694066888
500,0,6.5,10,12.3298249124761
500,0,6.5,10.5,12.0713083096226
500,0,6.5,11,11.9381570219603
500,0,6.5,11.5,11.9581849542189
500,0,6.5,12,11.9336664604111
500,0,7,4,114.290377353968
500,0,7,4.5,74.2976412330116
500,0,7,5,51.1246749136444
500,0,7,5.5,37.4042749774202
500,0,7,6,28.8687769810929
500,0,7,6.5,23.2435939372018
