"Freq [kHz]","Phase [deg]","W_winding [mm]","r_leg [mm]","All_Core_Total_Loss []"
500,0,7,7,19.5527829328028
500,0,7,7.5,17.0625946909478
500,0,7,8,15.2974994582928
500,0,7,8.5,14.0333160487587
500,0,7,9,13.238758693796
500,0,7,9.5,12.7499622060179
500,0,7,10,12.319575436845
500,0,7,10.5,12.0720149233311
500,0,7,11,11.9992003390469
500,0,7,11.5,11.9294922393724
500,0,7,12,11.9594503069122
500,0,7.5,4,118.925030557126
500,0,7.5,4.5,76.2913133831902
500,0,7.5,5,52.4230703326109
500,0,7.5,5.5,38.33108953563
500,0,7.5,6,29.3699109982162
500,0,7.5,6.5,23.7203236441783
500,0,7.5,7,19.7160837732419
500,0,7.5,7.5,17.21421303324
500,0,7.5,8,15.3599826668151
500,0,7.5,8.5,14.1192763260038
500,0,7.5,9,13.2901186251479
500,0,7.5,9.5,12.7125327428896
500,0,7.5,10,12.3129652245764
500,0,7.5,10.5,12.0492163702014
500,0,7.5,11,11.9414611090673
500,0,7.5,11.5,11.8818785317972
500,0,7.5,12,11.9526842581067
500,0,8,4,123.364482608552
500,0,8,4.5,79.1370900122319
500,0,8,5,54.1577020154834
500,0,8,5.5,39.2863772117205
500,0,8,6,29.9493251598375
500,0,8,6.5,23.9034966545568
500,0,8,7,20.0542647434611
500,0,8,7.5,17.3348427461832
500,0,8,8,15.482398971242
500,0,8,8.5,14.1260356780172
500,0,8,9,13.2608035112762
500,0,8,9.5,12.697090577673
500,0,8,10,12.2826519199524
500,0,8,10.5,12.054044386795
500,0,8,11,11.8753799340673
500,0,8,11.5,11.8897681613199
500,0,8,12,11.8981241398952
500,0,8,13,12.0701170182421
500,0,8,14,12.3409303898314
500,0,8,15,12.7574472768396
500,0,8,16,13.2923368048951
500,0,9,4,132.559668724128
500,0,9,5,57.0286480961851
500,0,9,6,31.0448507193069
500,0,9,7,20.4338836404953
500,0,9,8,15.613677419315
500,0,9,9,13.2791500388918
500,0,9,10,12.143849330613
500,0,9,11,11.7788036150997
500,0,9,12,11.777283550653
500,0,9,13,11.9693603000528
500,0,9,14,12.2870484650028
500,0,9,15,12.7050145845913
500,0,9,16,13.1373511579704
500,0,10,4,141.31302882112
500,0,10,5,60.2135279846393
500,0,10,6,32.295266268226
500,0,10,7,20.9776774914196
500,0,10,8,15.4264606964388
500,0,10,9,13.2431177354315
500,0,10,10,12.0818063464611
500,0,10,11,11.5869240562558
500,0,10,12,11.6226704789607
500,0,10,13,11.7810463377543
500,0,10,14,12.1324810180958
500,0,10,15,12.5854480959604
500,0,10,16,12.9898311058456
500,0,11,4,151.012779489885
500,0,11,5,63.4381976478728
500,0,11,6,33.573913913972
500,0,11,7,21.2677451214633
500,0,11,8,15.7466702976017
500,0,11,9,13.1619780655831
500,0,11,10,11.9661343000765
500,0,11,11,11.3811359284874
500,0,11,12,11.4283899508551
500,0,11,13,11.6474470097711
500,0,11,14,11.9634180233765
500,0,11,15,12.4058424131695
500,0,11,16,12.9209241229172
500,0,12,4,159.782657421591
500,0,12,5,66.6987907052791
500,0,12,6,34.5839117214082
500,0,12,7,21.598722078286
500,0,12,8,15.847843022688
500,0,12,9,12.9687304685306
500,0,12,10,11.7195525259892
500,0,12,11,11.2731216746957
500,0,12,12,11.2535920542773
500,0,12,13,11.4242979664189
500,0,12,14,11.7382724385323
500,0,12,15,12.1761170920818
500,0,12,16,12.725975937895
