"Freq [kHz]","Phase [deg]","W_winding [mm]","r_leg [mm]","All_Core_Total_Loss []"
500,0,8,4,45.4185425723964
500,0,8,5,22.0195829420656
500,0,8,6,13.9928719667144
500,0,8,7,10.8689174582219
500,0,8,8,9.57308014594066
500,0,8,9,9.15043720144191
500,0,8,10,9.10851102431947
500,0,8,11,9.30305690010317
500,0,8,12,9.60201467414068
500,0,8,13,9.99126755370748
500,0,8,14,10.3879834606731
500,0,8,15,10.8719809335827
500,0,8,16,11.3230500217264
500,0,9,4,48.6158478990456
500,0,9,5,22.9224817297539
500,0,9,6,14.3390684542154
500,0,9,7,10.9791134653954
500,0,9,8,9.58729528724601
500,0,9,9,9.14180268883663
500,0,9,10,9.08228925173618
500,0,9,11,9.26799841479442
500,0,9,12,9.58154643544351
500,0,9,13,9.97702348524866
500,0,9,14,10.3993903323027
500,0,9,15,10.879409568551
500,0,9,16,11.4024259248232
500,0,10,4,51.7073426298383
500,0,10,5,23.9620031462505
500,0,10,6,14.6457179676861
500,0,10,7,10.9754697682879
500,0,10,8,9.58181668259879
500,0,10,9,9.07156477274624
500,0,10,10,9.00923932448726
500,0,10,11,9.22679628747444
500,0,10,12,9.52063831981437
500,0,10,13,9.95843988529181
500,0,10,14,10.4019352243347
500,0,10,15,10.8774536130057
500,0,10,16,11.402195801702
500,0,11,4,54.8591722560902
500,0,11,5,24.9725729323493
500,0,11,6,14.8223384452417
500,0,11,7,12
500,0,11,8,9.54891778073336
500,0,11,9,8.99991329279539
500,0,11,10,8.90351773565163
500,0,11,11,9.1093976714476
500,0,11,12,9.47438888895714
500,0,11,13,9.85376167459091
500,0,11,14,10.3052409999853
500,0,11,15,10.845878187098
500,0,11,16,11.3844651212566
500,0,12,4,57.9762969047877
500,0,12,5,25.9451370684654
500,0,12,6,15.267289482141
500,0,12,7,11.0567180295925
500,0,12,8,9.49411095213927
500,0,12,9,8.87589897082054
500,0,12,10,8.77588093703461
500,0,12,11,8.99171054088156
500,0,12,12,9.31797526967319
500,0,12,13,9.75450099048805
500,0,12,14,10.2384898067005
500,0,12,15,10.7414918790119
500,0,12,16,11.2860906095035
500,0,13,4,61.0723786632077
500,0,13,5,26.9768327648824
500,0,13,6,15.5801516890208
500,0,13,7,11.1743443011281
500,0,13,8,9.4040551442566
500,0,13,9,8.75687413868694
500,0,13,10,8.72054976523122
500,0,13,11,8.90350948659384
500,0,13,12,9.19285725026463
500,0,13,13,9.64680700081576
500,0,13,14,10.1477574292889
500,0,13,15,10.6784793770996
500,0,13,16,11.1683251968035
500,0,14,4,64.2287574753783
500,0,14,5,27.9670457992175
500,0,14,6,15.804353215618
500,0,14,7,11.1480683407232
500,0,14,8,9.23963917487959
500,0,14,9,8.69241064796183
500,0,14,10,8.48741513599106
500,0,14,11,8.62595744693081
500,0,14,12,9.07615539124388
500,0,14,13,9.48530307434054
500,0,14,14,9.98909186662895
500,0,14,15,10.5308303305131
500,0,14,16,11.0944430920001
500,0,15,4,67.0962931064942
500,0,15,5,28.935899381792
500,0,15,6,16.2070947939924
500,0,15,7,11.1797787543916
500,0,15,8,9.18505643055535
500,0,15,9,8.44844280687139
500,0,15,10,8.31714364050229
500,0,15,11,8.57848323807699
500,0,15,12,8.86306420357742
500,0,15,13,9.35470286828288
500,0,15,14,9.83047917494959
500,0,15,15,10.3746520585312
500,0,15,16,10.9538195301675
