1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.211465419226054373e-03,2.502856158702812195e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,2.090000000000000191e-01,0.000000000000000000e+00,2.531962726182453854e-02,2.559693716888771675e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,4.080000000000000293e-01,0.000000000000000000e+00,4.942778910442301860e-02,2.616531275074731511e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,6.069999999999999840e-01,0.000000000000000000e+00,7.702461796686392581e-02,2.681593737176068259e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,8.060000000000000497e-01,0.000000000000000000e+00,1.076210483790759204e-01,2.753728079279411389e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.005000000000000115e+00,0.000000000000000000e+00,1.374487242583177227e-01,2.824050000726891696e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.204000000000000181e+00,0.000000000000000000e+00,1.892087384050465948e-01,2.946079744635965625e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.403000000000000247e+00,0.000000000000000000e+00,2.397001247540614943e-01,3.065118563449228972e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.602000000000000313e+00,0.000000000000000000e+00,2.901915111030763939e-01,3.184157382262491964e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,1.801000000000000378e+00,0.000000000000000000e+00,3.406828974520912934e-01,3.303196201075755312e+01
1.000000000000000082e-05,0.000000000000000000e+00,7.700000000000000178e-01,2.000000000000000000e+00,0.000000000000000000e+00,3.911742838011060819e-01,3.422235019889018304e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.000000000000000021e-02,0.000000000000000000e+00,5.566433336803048096e-03,2.513123459214122590e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,2.090000000000000191e-01,0.000000000000000000e+00,1.163384567391837210e-01,2.774280297575163345e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,4.080000000000000293e-01,0.000000000000000000e+00,2.271104801415644026e-01,3.035437135936204101e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,6.069999999999999840e-01,0.000000000000000000e+00,3.539122078112466596e-01,3.334385708687653960e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,8.060000000000000497e-01,0.000000000000000000e+00,4.944964849444032917e-01,3.665828109139269486e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.005000000000000115e+00,0.000000000000000000e+00,6.315484938078825827e-01,3.988942811087074602e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.204000000000000181e+00,0.000000000000000000e+00,8.693750662277655028e-01,4.549644275443325370e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.403000000000000247e+00,0.000000000000000000e+00,1.101372555990298263e+00,5.096603056849667723e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.602000000000000313e+00,0.000000000000000000e+00,1.333370045752830801e+00,5.643561838256009366e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,1.801000000000000378e+00,0.000000000000000000e+00,1.565367535515363562e+00,6.190520619662352431e+01
1.000000000000000082e-05,0.000000000000000000e+00,1.540000000000000036e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.797365025277895656e+00,6.737479401068692653e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.000000000000000021e-02,0.000000000000000000e+00,1.358243959503761811e-02,2.532022047380905860e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,2.090000000000000191e-01,0.000000000000000000e+00,2.838729875362862587e-01,3.169260790260931060e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,4.080000000000000293e-01,0.000000000000000000e+00,5.541635354775348299e-01,3.806499533140956260e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,6.069999999999999840e-01,0.000000000000000000e+00,8.635675474204891344e-01,4.535952431565731757e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,8.060000000000000497e-01,0.000000000000000000e+00,1.206601827477060018e+00,5.344692267468236935e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.005000000000000115e+00,0.000000000000000000e+00,1.541017155773414915e+00,6.133112006991281362e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.204000000000000181e+00,0.000000000000000000e+00,2.121328615291068420e+00,7.501258054859306412e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.403000000000000247e+00,0.000000000000000000e+00,2.687416754722504297e+00,8.835871111358014218e+01
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.602000000000000313e+00,0.000000000000000000e+00,3.253504894153940619e+00,1.017048416785672487e+02
1.000000000000000082e-05,0.000000000000000000e+00,2.310000000000000053e+00,1.801000000000000378e+00,0.000000000000000000e+00,3.819593033585376496e+00,1.150509722435543267e+02
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,1.000000000000000021e-02,0.000000000000000000e+00,2.557661126874528207e-02,2.560299584044533461e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,2.090000000000000191e-01,0.000000000000000000e+00,5.345511755167764445e-01,3.760261306530750147e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,4.080000000000000293e-01,0.000000000000000000e+00,1.043525739764807669e+00,4.960223029016967189e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,6.069999999999999840e-01,0.000000000000000000e+00,1.626153483704591896e+00,6.333829964010175217e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,8.060000000000000497e-01,0.000000000000000000e+00,2.272109195229809142e+00,7.856739324710331118e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,1.005000000000000115e+00,0.000000000000000000e+00,2.901834863751880267e+00,9.341384631121536586e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.080000000000000071e+00,1.204000000000000181e+00,0.000000000000000000e+00,3.994598833805091065e+00,1.191769203012335225e+02
1.000000000000000082e-05,0.000000000000000000e+00,3.850000000000000089e+00,1.000000000000000021e-02,0.000000000000000000e+00,4.178736931851832759e-02,2.598518172002759030e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.850000000000000089e+00,2.090000000000000191e-01,0.000000000000000000e+00,8.733560187570331701e-01,4.559029794857666928e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.850000000000000089e+00,4.080000000000000293e-01,0.000000000000000000e+00,1.704924668195548110e+00,6.519541417712574116e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.850000000000000089e+00,6.069999999999999840e-01,0.000000000000000000e+00,2.656828751790015097e+00,8.763756637935338745e+01
1.000000000000000082e-05,0.000000000000000000e+00,3.850000000000000089e+00,8.060000000000000497e-01,0.000000000000000000e+00,3.712198816154086867e+00,1.125190392318467048e+02
1.000000000000000082e-05,0.000000000000000000e+00,4.620000000000000107e+00,1.000000000000000021e-02,0.000000000000000000e+00,6.240850407866523064e-02,2.647134692600334205e+01
1.000000000000000082e-05,0.000000000000000000e+00,4.620000000000000107e+00,2.090000000000000191e-01,0.000000000000000000e+00,1.304337735244103458e+00,5.575115075346988647e+01
