3.460207612456747683e-01;2.205960988935785736e+03
6.920415224913495367e-01;2.185220438876268418e+03
1.038062283737024138e+00;2.185220438876268418e+03
1.384083044982699073e+00;2.164674892454135716e+03
1.730103806228373786e+00;2.164674892454135716e+03
2.076124567474048277e+00;2.144322516235919011e+03
2.422145328719722990e+00;2.144322516235919011e+03
2.768166089965398147e+00;2.124161494026187029e+03
3.114186851211072415e+00;2.104190026705448872e+03
3.460207612456747572e+00;2.104190026705448872e+03
3.806228373702422285e+00;2.084406332069635482e+03
4.152249134948096554e+00;2.064808644671035381e+03
4.498269896193772155e+00;2.064808644671035381e+03
4.844290657439445980e+00;2.045395215660770191e+03
5.190311418685120692e+00;2.045395215660770191e+03
5.536332179930796293e+00;2.026164312632707151e+03
5.882352941176470118e+00;2.007114219468892770e+03
6.228373702422144831e+00;1.988243236186388458e+03
6.574394463667819544e+00;1.988243236186388458e+03
6.920415224913495145e+00;1.969549678785577498e+03
7.266435986159169858e+00;1.969549678785577498e+03
7.612456747404844570e+00;1.951031879099885828e+03
7.958477508650519283e+00;1.951031879099885828e+03
8.304498269896193108e+00;1.932688184646926629e+03
8.650519031141868709e+00;1.914516958481025313e+03
8.996539792387544310e+00;1.914516958481025313e+03
9.342560553633218134e+00;1.896516579047149889e+03
9.688581314878891959e+00;1.878685440036204682e+03
1.003460207612456756e+01;1.878685440036204682e+03
1.038062283737024138e+01;1.861021950241695095e+03
1.072664359861591699e+01;1.843524533417712973e+03
1.107266435986159259e+01;1.843524533417712973e+03
1.141868512110726641e+01;1.826191628138302576e+03
1.176470588235294024e+01;1.809021687658100973e+03
1.211072664359861584e+01;1.809021687658100973e+03
1.245674740484428966e+01;1.775164586690016449e+03
1.280276816608996526e+01;1.775164586690016449e+03
1.314878892733563909e+01;1.758474404878646965e+03
1.349480968858131646e+01;1.741941144949893214e+03
1.384083044982699029e+01;1.741941144949893214e+03
1.418685121107266589e+01;1.709339503063897610e+03
1.453287197231833972e+01;1.693268211817214706e+03
1.487889273356401354e+01;1.677348023614644944e+03
1.522491349480968914e+01;1.677348023614644944e+03
