"Freq [kHz]","Phase [deg]","W_winding [mm]","r_leg [mm]","All_Core_Total_Loss []"
500,0,8,4,55.6909233115178
500,0,8,5,32.9517935196558
500,0,8,6,25.4277725685814
500,0,8,7,22.8086113074386
500,0,8,8,22.1128847581305
500,0,8,9,22.3010120621699
500,0,8,10,22.8556466171845
500,0,8,11,23.6556871119145
500,0,8,12,24.5273465480616
500,0,8,13,25.6856806722742
500,0,8,14,26.6332014645181
500,0,8,15,27.7680938382393
500,0,8,16,28.9778276930582
500,0,9,4,58.6830730556342
500,0,9,5,33.9943613953927
500,0,9,6,26.1584988099642
500,0,9,7,23.4048442163011
500,0,9,8,22.5874773668601
500,0,9,9,22.8218853436295
500,0,9,10,23.4499864450638
500,0,9,11,24.3076730951354
500,0,9,12,25.2477735203345
500,0,9,13,26.1714489394134
500,0,9,14,27.243985146036
500,0,9,15,28.5592344389331
500,0,9,16,29.7188694695019
500,0,10,4,61.5168234505382
500,0,10,5,35.0935359244546
500,0,10,6,26.5466006642142
500,0,10,7,23.6666826887562
500,0,10,8,22.9563709072176
500,0,10,9,23.3506625601116
500,0,10,10,23.8449209837731
500,0,10,11,24.7567872630923
500,0,10,12,25.6882012935097
500,0,10,13,26.8128177498913
500,0,10,14,28.0477248886516
500,0,10,15,29.1237613551998
500,0,10,16,30.4184580791191
500,0,11,4,64.2928038283896
500,0,11,5,36.2063527796246
500,0,11,6,27.1575068893497
500,0,11,7,24.0638186918614
500,0,11,8,23.3341806119682
500,0,11,9,23.5428304114213
500,0,11,10,24.1327814136721
500,0,11,11,25.1151326702066
500,0,11,12,26.1674905507274
500,0,11,13,27.2935176871581
500,0,11,14,28.4101062940894
500,0,11,15,29.7674062819643
500,0,11,16,30.9885868590281
500,0,12,4,67.2384861690404
500,0,12,5,36.7177011107359
500,0,12,6,27.4283832637482
500,0,12,7,24.3526214475227
500,0,12,8,23.5641668389669
500,0,12,9,23.7329714597753
500,0,12,10,24.3927489067655
500,0,12,11,25.4012075766985
500,0,12,12,26.5900615500023
500,0,12,13,27.7030979154652
500,0,12,14,29.0226588467075
500,0,12,15,30.2158419477293
500,0,12,16,31.6019407638488
500,0,13,4,69.6267913903148
500,0,13,5,37.5729727267578
500,0,13,6,27.6303739986145
500,0,13,7,24.3979396209392
500,0,13,8,23.6528864955513
500,0,13,9,23.8968133562573
500,0,13,10,24.6502316092512
500,0,13,11,25.5950157061502
500,0,13,12,26.7844154374999
500,0,13,13,28.0207941432775
500,0,13,14,29.3022925675137
500,0,13,15,30.6695721694512
500,0,13,16,31.9451802192688
500,0,14,4,72.5291004159639
500,0,14,5,38.8227424761027
500,0,14,6,28.1433682835159
500,0,14,7,24.6160283126028
500,0,14,8,23.6951169138632
500,0,14,9,23.961454235513
500,0,14,10,24.7310015278772
500,0,14,11,25.7150513475065
500,0,14,12,27.0178385223026
500,0,14,13,28.2427582962617
500,0,14,14,29.6401415297775
500,0,14,15,31.0103277000161
500,0,14,16,32.367760146767
500,0,15,4,75.2612418314489
500,0,15,5,39.5803116929535
500,0,15,6,28.172263082507
500,0,15,7,24.6109807838199
500,0,15,8,23.6863905775375
500,0,15,9,23.9970221845268
500,0,15,10,24.7775412187133
500,0,15,11,25.9149222964957
500,0,15,12,27.0882169324422
500,0,15,13,28.4719796652625
500,0,15,14,29.8732285653582
500,0,15,15,31.239906548547
500,0,15,16,32.6993059446551
