"Freq [kHz]","Phase [deg]","W_winding [mm]","r_leg [mm]","All_Core_Total_Loss []"
500,0,8,4,44.3481145975468
500,0,8,5,27.755687131428
500,0,8,6,22.4586170444999
500,0,8,7,20.7567329816356
500,0,8,8,20.3846943837715
500,0,8,9,20.7145687350915
500,0,8,10,21.3732321734634
500,0,8,11,22.1604811462669
500,0,8,12,23.0394212341336
500,0,8,13,23.9563597951791
500,0,8,14,24.9288510910132
500,0,8,15,25.9873707281067
500,0,8,16,27.0070316468305
500,0,9,4,46.5014787699145
500,0,9,5,28.7770933887244
500,0,9,6,23.1377169307496
500,0,9,7,21.1859872448726
500,0,9,8,20.8419244241229
500,0,9,9,21.2810752707173
500,0,9,10,21.9668736614866
500,0,9,11,22.8438013802434
500,0,9,12,23.533399089106
500,0,9,13,24.6568021885385
500,0,9,14,25.7299424886214
500,0,9,15,26.8245068702065
500,0,9,16,27.8076581109388
500,0,10,4,48.6811736555693
500,0,10,5,29.8476946330477
500,0,10,6,23.5881009129348
500,0,10,7,21.7745498740793
500,0,10,8,21.4267490988003
500,0,10,9,21.7621637500783
500,0,10,10,22.4878574011853
500,0,10,11,23.3230110627123
500,0,10,12,24.3084414934685
500,0,10,13,25.3088843395854
500,0,10,14,26.4191141406711
500,0,10,15,27.4347670369463
500,0,10,16,28.5806234300111
500,0,11,4,50.8111372768549
500,0,11,5,30.3620876694401
500,0,11,6,23.9517852105698
500,0,11,7,22.0925135783122
500,0,11,8,21.8108193156328
500,0,11,9,22.1268221087555
500,0,11,10,22.8553423487242
500,0,11,11,23.8518734597999
500,0,11,12,24.8407135548904
500,0,11,13,25.9209314398739
500,0,11,14,26.92527890541
500,0,11,15,28.0879085637002
500,0,11,16,29.2458228206145
500,0,12,4,52.6616753213089
500,0,12,5,30.9987313397148
500,0,12,6,24.4805642381461
500,0,12,7,22.4273766221996
500,0,12,8,22.0471513692384
500,0,12,9,22.5253633144829
500,0,12,10,23.3280446833072
500,0,12,11,24.1988702052927
500,0,12,12,25.2308704031264
500,0,12,13,26.3787338787076
500,0,12,14,27.5111647125329
500,0,12,15,28.6641281707004
500,0,12,16,29.8755191504578
500,0,13,4,54.5728770066456
500,0,13,5,31.5776994993479
500,0,13,6,24.4058929693919
500,0,13,7,22.6373717743816
500,0,13,8,22.2911942127464
500,0,13,9,22.6501759830936
500,0,13,10,23.5383007334578
500,0,13,11,24.4522096082826
500,0,13,12,25.6201492563796
500,0,13,13,26.7871948939128
500,0,13,14,27.9279985861427
500,0,13,15,29.2628774627435
500,0,13,16,30.4263546589995
500,0,14,4,56.505713637417
500,0,14,5,32.1298628389623
500,0,14,6,24.7035064240394
500,0,14,7,22.5568812396488
500,0,14,8,22.4019182360189
500,0,14,9,22.7481855300161
500,0,14,10,23.793575969757
500,0,14,11,24.8369965708413
500,0,14,12,25.9000796397384
500,0,14,13,27.1303250430702
500,0,14,14,28.4560790917405
500,0,14,15,29.625593885375
500,0,14,16,30.9497857085467
500,0,15,4,58.4078129926807
500,0,15,5,32.4839968703437
500,0,15,6,24.7125527381378
500,0,15,7,22.635115481882
500,0,15,8,22.426191936914
500,0,15,9,23.0275065898312
500,0,15,10,23.8585462268502
500,0,15,11,24.8861561457433
500,0,15,12,26.2465302769819
500,0,15,13,27.4574866640102
500,0,15,14,28.6366448412927
500,0,15,15,29.9542470875387
500,0,15,16,31.331335138268
