5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,8.881406748835370308e+02
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,3.806736111458289997e+02
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,2.013351606927500086e+02
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,1.259752298653900056e+02
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.011352031701019882e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,7.143603988720130360e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,6.176767106432330223e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,5.654881227519290121e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.200000000000000000e+01,5.426022761123810056e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.300000000000000000e+01,5.336763416774989821e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.400000000000000000e+01,5.332041532503730252e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,5.415470606206469739e+01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,5.569032450749720198e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,9.558995357488920490e+02
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,4.028152117304230160e+02
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,2.105578110127829916e+02
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,1.300227652377949994e+02
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,9.199325475455989931e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,7.234508332502520034e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,6.172402162125059988e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,5.649345501496500077e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,5.401360137952700313e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.300000000000000000e+01,5.312055389020679996e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,5.322058832661340233e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+01,5.403729637158620136e+01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,1.600000000000000000e+01,5.513685709470509977e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,1.020319958190360012e+03
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e+00,4.268125084761069843e+02
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,2.206711807324130064e+02
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,1.348487919330659963e+02
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.259407915909869757e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,7.296236483424139863e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,6.201174399526500025e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,5.606940013149640123e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,5.363323945972160089e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.300000000000000000e+01,5.251500497945470158e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01,5.270849391526139982e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01,5.363769101595430300e+01
5.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.600000000000000000e+01,5.461376467655230016e+01
