5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,1.969570399920659964e+00
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,1.200514527065799975e+00
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,7.929233444780120488e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,6.046343360024779567e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.525506816543670152e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,3.549554345644220232e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,3.000229381244829963e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,2.377924557386149884e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.200000000000000000e+01,2.078013757055900135e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.300000000000000000e+01,1.597822929222590116e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.400000000000000000e+01,1.489021739828499946e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.285553913099490020e-01
5.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,1.044183465549920059e-01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,1.941276537322289997e+00
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.179494008139849948e+00
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,8.048014244120520466e-01
5.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,5.784435371387559588e-01
